image,class,ref_count,cand_count,matched_count,matched_recall,retention_ratio,mean_iou_matched
3735fc3d-69d8b80c.jpg,all,12,9,6,0.5,0.75,0.8384486125137586
3740cd4f-ff1d423d.jpg,car,8,3,1,0.125,0.375,0.8712877121448478
3740cd4f-ff1d423d.jpg,truck,1,0,0,0.0,0.0,
3740cd4f-ff1d423d.jpg,all,9,3,1,0.1111111111111111,0.3333333333333333,0.8712877121448478
375abba2-9f2ed56c.jpg,car,17,18,15,0.8823529411764706,1.0588235294117647,0.7521149407364419
375abba2-9f2ed56c.jpg,truck,1,0,0,0.0,0.0,
375abba2-9f2ed56c.jpg,all,18,18,15,0.8333333333333334,1.0,0.7521149407364419
37723e55-31730cf5.jpg,car,9,7,3,0.3333333333333333,0.7777777777777778,0.7640440651843484
37723e55-31730cf5.jpg,all,9,7,3,0.3333333333333333,0.7777777777777778,0.7640440651843484
380a3f8e-ba4f0def.jpg,car,4,1,1,0.25,0.25,0.9462503194760521
380a3f8e-ba4f0def.jpg,all,4,1,1,0.25,0.25,0.9462503194760521
385b0f61-1aee12ef.jpg,car,25,11,8,0.32,0.44,0.8737860392447756
385b0f61-1aee12ef.jpg,truck,1,0,0,0.0,0.0,
385b0f61-1aee12ef.jpg,all,26,11,8,0.3076923076923077,0.4230769230769231,0.8737860392447756
3865fea7-b4fe472d.jpg,car,10,5,4,0.4,0.5,0.883017236361075
3865fea7-b4fe472d.jpg,truck,1,0,0,0.0,0.0,
3865fea7-b4fe472d.jpg,all,11,5,4,0.36363636363636365,0.45454545454545453,0.883017236361075
38e561dd-8ea8ae2d.jpg,car,5,4,4,0.8,0.8,0.8450121174681008
38e561dd-8ea8ae2d.jpg,truck,1,0,0,0.0,0.0,
38e561dd-8ea8ae2d.jpg,all,6,4,4,0.6666666666666666,0.6666666666666666,0.8450121174681008
38ed8d8d-93c48de2.jpg,car,7,4,2,0.2857142857142857,0.5714285714285714,0.8880794181289504
38ed8d8d-93c48de2.jpg,truck,1,1,1,1.0,1.0,0.931994701949653
38ed8d8d-93c48de2.jpg,all,8,5,3,0.375,0.625,0.9027178460691846
38ed8d8d-b1c230ef.jpg,car,18,9,8,0.4444444444444444,0.5,0.8273199182505049
38ed8d8d-b1c230ef.jpg,all,18,9,8,0.4444444444444444,0.5,0.8273199182505049
38ed8d8d-fa50400c.jpg,car,6,2,2,0.3333333333333333,0.3333333333333333,0.7796728882704351
