image,augmentation,level,snr_db,ref_count,cand_count,matched_count,matched_recall,retention_ratio,mean_iou_matched
0d01bff2-38b969d3.jpg,motion_blur,1,33.18657636276023,12,12,12,1.0,1.0,0.9219393998713513
0d03369b-e2199f82.jpg,motion_blur,1,32.68435244540285,6,6,6,1.0,1.0,0.9701385665012543
0d13ae3d-e9464a42.jpg,motion_blur,1,28.928483427938264,13,13,13,1.0,1.0,0.9636402004628715
0d13ae3d-f033a349.jpg,motion_blur,1,40.293944559976836,5,5,5,1.0,1.0,0.9440946926385811
0d1541c9-f4845f6f.jpg,motion_blur,1,29.093892765702712,5,5,5,1.0,1.0,0.9445850975599109
0d1dd928-2d09a570.jpg,motion_blur,1,26.541943416049794,5,5,5,1.0,1.0,0.9804206963249517
0d1fc580-44142e94.jpg,motion_blur,1,28.525345042656674,2,2,2,1.0,1.0,0.9950117941970993
0d1fc580-61bbac5d.jpg,motion_blur,1,28.728942781747197,8,8,8,1.0,1.0,0.9812354172323546
0d207cff-4d92f256.jpg,motion_blur,1,28.802714954145053,8,8,8,1.0,1.0,0.9442514133594713
0d207cff-6d499379.jpg,motion_blur,1,28.457639768899554,5,5,4,0.8,1.0,0.9547998476199208
0d242d07-6298ac79.jpg,motion_blur,1,29.5953954182187,14,12,12,0.8571428571428571,0.8571428571428571,0.9725743362504091
0d27973e-cc242ae0.jpg,motion_blur,1,34.601929371102585,4,4,4,1.0,1.0,0.9961538461538462
0d282223-501af903.jpg,motion_blur,1,31.561758880292764,0,0,0,,,
0d29f0cb-b57f61b8.jpg,motion_blur,1,35.707047892338124,7,7,7,1.0,1.0,0.9667940230944083
0d3ec56a-f4cead6f.jpg,motion_blur,1,34.196019178928715,1,1,1,1.0,1.0,0.9545454545454546
0d3f5fba-01b6e9e2.jpg,motion_blur,1,41.03170060538442,12,12,12,1.0,1.0,0.9687256832971182
0d4268d5-3c617dd8.jpg,motion_blur,1,35.30148217085019,3,3,3,1.0,1.0,0.9855072463768115
0d4268d5-61297777.jpg,motion_blur,1,32.120536672361524,0,0,0,,,
0d4570ff-76fd2615.jpg,motion_blur,1,29.855678958323605,8,8,8,1.0,1.0,0.9825294018587583
0d538703-ccd64878.jpg,motion_blur,1,29.431959278569057,11,11,11,1.0,1.0,0.964266109745873
0d53c976-0532e5df.jpg,motion_blur,1,26.909546071805444,7,8,7,1.0,1.1428571428571428,0.9758474398286218
0d53c976-44810d29.jpg,motion_blur,1,27.990439133697798,2,2,2,1.0,1.0,0.9754329673971032
0d53c976-ad5a9570.jpg,motion_blur,1,28.74793586603408,5,6,5,1.0,1.2,0.9766401750879481
0d56a2c2-c244cb4c.jpg,motion_blur,1,30.441232841564304,6,6,6,1.0,1.0,0.9653942687311092
