img1,img2,method,n_keypoints_img1,n_keypoints_img2,n_good_matches,n_inliers,inlier_ratio,match_ratio,avg_match_distance,detect_time_sec,match_time_sec,visualization_path
00e9be89-00001775.jpg,00e9be89-00001780.jpg,orb,2000,2000,40,27,0.675,0.02,32.825,0.0673,0.0521,
00e9be89-00001780.jpg,00e9be89-00001785.jpg,orb,2000,2000,37,22,0.5946,0.0185,35.5676,0.062,0.0597,
00e9be89-00001785.jpg,00e9be89-00001795.jpg,orb,2000,2000,36,21,0.5833,0.018,36.1389,0.063,0.0333,
00e9be89-00001795.jpg,00e9be89-00001800.jpg,orb,2000,2000,920,902,0.9804,0.46,20.1728,0.0788,0.0564,
00e9be89-00001800.jpg,00e9be89-00001810.jpg,orb,2000,2000,251,108,0.4303,0.1255,29.239,0.0626,0.0222,
00e9be89-00001810.jpg,00e9be89-00001815.jpg,orb,2000,2000,195,71,0.3641,0.0975,30.4103,0.0308,0.0446,
00e9be89-00001815.jpg,00e9be89-00001820.jpg,orb,2000,2000,53,18,0.3396,0.0265,36.9057,0.0358,0.0529,
00e9be89-00001820.jpg,00e9be89-00001825.jpg,orb,2000,2000,64,24,0.375,0.032,37.0625,0.0243,0.052,
00e9be89-00001825.jpg,00e9be89-00001830.jpg,orb,2000,2000,63,29,0.4603,0.0315,35.9365,0.0404,0.0494,
00e9be89-00001830.jpg,00e9be89-00001840.jpg,orb,2000,2000,24,6,0.25,0.012,39.2083,0.0362,0.0493,
00e9be89-00001840.jpg,00e9be89-00001845.jpg,orb,2000,2000,1178,1164,0.9881,0.589,16.7776,0.0414,0.0501,
00e9be89-00001845.jpg,00e9be89-00001865.jpg,orb,2000,2000,980,972,0.9918,0.49,18.8592,0.0546,0.048,
00e9be89-00001865.jpg,00e9be89-00001870.jpg,orb,2000,2000,1004,991,0.9871,0.502,19.5189,0.0402,0.0559,
00e9be89-00001870.jpg,00e9be89-00001875.jpg,orb,2000,2000,1081,1074,0.9935,0.5405,16.8575,0.0456,0.0455,
00e9be89-00001875.jpg,00e9be89-00001885.jpg,orb,2000,2000,1051,1034,0.9838,0.5255,18.5281,0.0502,0.0233,
00e9be89-00001885.jpg,00e9be89-00001890.jpg,orb,2000,2000,1117,1102,0.9866,0.5585,17.1003,0.0443,0.0435,
00e9be89-00001890.jpg,00e9be89-00001895.jpg,orb,2000,2000,1104,1090,0.9873,0.552,16.7953,0.04,0.0493,
00e9be89-00001895.jpg,00e9be89-00001900.jpg,orb,2000,2000,1102,1080,0.98,0.551,17.8975,0.0291,0.0545,
00e9be89-00001900.jpg,00e9be89-00001905.jpg,orb,2000,2000,327,183,0.5596,0.1635,28.9541,0.0309,0.0268,
00e9be89-00001905.jpg,00e9be89-00001915.jpg,orb,2000,2000,38,15,0.3947,0.019,34.1842,0.0306,0.0473,
